hotel_id,name,city,neighborhood,distance_km,price_per_night,rating,review_count,amenities,available_rooms
H2344,Novotel Munich Business District Plaza,Munich,Business District,31.9,252,4.6,751,Laundry|Concierge|EV Charging|Coworking Space|Kitchen|Hot Tub|Pool,45
H2345,Sheraton Warsaw Commercial Zone Palace,Warsaw,Commercial Zone,12.2,116,3.6,8756,Spa|Beach Access|Room Service|Kitchen|Minibar|Airport Shuttle|Tennis Court,6
H2346,Anantara Tower Manila,Manila,Downtown,1.7,99,3.5,622,Non-Smoking|Minibar|WiFi|Pet Friendly,43
H2347,Fraser Suites Seattle Waterfront Boutique Hotel,Seattle,Waterfront,17.4,256,3.6,2157,Kitchen|Room Service|Breakfast Included|Golf Course|24hr Front Desk|Kids Club|WiFi|Pool|Restaurant|Pet Friendly|Minibar,67
H2348,Belmond Sapporo Waterfront Beach Resort,Sapporo,Waterfront,18.6,436,3.7,3103,Breakfast Included|Coworking Space|Tennis Court|Gym|24hr Front Desk|Cinema Room|Kids Club|Spa,23
H2349,Sheraton Addis Ababa Commercial Zone Boutique Hotel,Addis Ababa,Commercial Zone,13.0,368,3.5,8454,Balcony|Spa|Library|Pet Friendly|Beach Access|Pool|Parking|Kids Club|Business Center|Minibar,65
H2350,Pan Pacific Airport Hotel Honolulu,Honolulu,Commercial Zone,10.3,58,3.3,330,Breakfast Included|Sauna|Pool|Library,29
H2351,InterContinental Mauritius Business District Collection,Mauritius,Business District,19.2,95,3.2,4062,Spa|WiFi|Parking|EV Charging|Hot Tub|Wheelchair Accessible|Cinema Room,70
H2352,Park Hyatt Copenhagen Business District Plaza,Copenhagen,Business District,14.0,135,3.5,4262,Golf Course|Garden|Hot Tub|Pool|Restaurant,59
H2353,Rosewood Lodge Dallas,Dallas,Waterfront,20.1,69,3.8,1737,Tennis Court|Spa|Airport Shuttle|Library|Room Service,15
H2354,InterContinental Hong Kong Kowloon Plaza,Hong Kong,Kowloon,18.1,361,4.0,5937,Garden|Parking|Yoga Studio|Laundry|Hot Tub|Library|Balcony|Sauna|Concierge|Golf Course|WiFi|Room Service|Pool|Restaurant,1
H2355,Ramada Resort Chennai,Chennai,Downtown,24.3,60,3.0,1321,Tennis Court|Kitchen|Library|Gym,43
H2356,Corinthia Inn Frankfurt,Frankfurt,Bornheim,27.6,338,3.6,3415,Gym|Tennis Court|Wheelchair Accessible|Yoga Studio|Laundry|Concierge,63
H2357,Best Western Lodge Warsaw,Warsaw,Commercial Zone,23.1,297,4.3,2246,EV Charging|Room Service|Hot Tub|Balcony|Golf Course|Coworking Space|Airport Shuttle|Pool|Pet Friendly|Safe|Spa|24hr Front Desk,6
H2358,Taj Grand Shenzhen,Shenzhen,Commercial Zone,2.7,153,4.7,3755,Spa|Bar|Library|Breakfast Included|Hot Tub|Minibar|Pet Friendly|Balcony|Kids Club|Tennis Court|Rooftop Lounge|Restaurant,51
H2359,Hampton Inn Edinburgh Waterfront City Hotel,Edinburgh,Waterfront,25.3,345,3.9,6375,WiFi|Pool|Yoga Studio|Minibar|Kitchen|Bar,71
H2360,W Hotel Hotel Manchester,Manchester,Business District,28.6,96,4.2,2710,Parking|WiFi|Rooftop Lounge|Pet Friendly|Airport Shuttle|24hr Front Desk,64
H2361,Waldorf Astoria Airport Hotel Santiago,Santiago,Commercial Zone,22.8,468,4.4,3119,Bar|Minibar|Sauna|Beach Access|WiFi|Kids Club|Tennis Court|Pool|Wheelchair Accessible|Library|Cinema Room|Garden|Golf Course|Kitchen,9
H2362,Shilla Hotel Toronto,Toronto,Commercial Zone,4.4,187,3.9,2673,Safe|Hot Tub|Gym|WiFi|Rooftop Lounge|Business Center,60
H2363,Ramada Resort Lagos,Lagos,Old Town,30.3,426,4.7,423,Gym|Wheelchair Accessible|Balcony|Garden|Beach Access|Airport Shuttle|Pet Friendly|Rooftop Lounge|Breakfast Included|Room Service,18
H2364,Shangri-La Wellington Downtown Inn,Wellington,Downtown,0.8,208,4.0,3945,Garden|Beach Access|WiFi|Minibar|Balcony|24hr Front Desk|Sauna|Hot Tub|Concierge|Breakfast Included|Coworking Space|Library,36
H2365,Courtyard by Marriott City Hotel Barcelona,Barcelona,Gracia,23.1,459,4.3,7977,Beach Access|Concierge|Minibar|Coworking Space|Wheelchair Accessible|Room Service,22
H2366,Minor Hotels Inn Taipei,Taipei,Business District,27.6,290,4.5,4204,Business Center|Concierge|Garden|Hot Tub|Pool|Coworking Space|Airport Shuttle,13
H2367,Ramada Jeddah University Area Beach Resort,Jeddah,University Area,5.0,371,4.1,3385,Gym|Breakfast Included|Airport Shuttle|Laundry|Balcony|Coworking Space|Non-Smoking|Library|Yoga Studio|Kids Club|Tennis Court,2
H2368,Dorchester Collection Palace Adelaide,Adelaide,Old Town,18.6,660,4.3,11144,Pool|Tennis Court|Breakfast Included|Sauna|Non-Smoking|Restaurant|Room Service|Garden|WiFi|Gym|Balcony|24hr Front Desk|EV Charging,19
H2369,Ritz-Carlton Philadelphia Commercial Zone Palace,Philadelphia,Commercial Zone,4.1,203,4.7,4511,Gym|Kitchen|Business Center|Cinema Room|24hr Front Desk|Parking|Room Service|EV Charging,5
H2370,InterContinental Grand Kathmandu,Kathmandu,Residential Area,26.5,136,4.1,4958,Parking|Golf Course|WiFi|Cinema Room|Kids Club,67
H2371,Dormy Inn Delhi Aerocity Inn,Delhi,Aerocity,3.0,666,4.5,3413,Breakfast Included|Garden|Laundry|Spa|Cinema Room|Rooftop Lounge|24hr Front Desk|Concierge|EV Charging|Yoga Studio|Airport Shuttle|Bar|Tennis Court,28
H2372,Grand Hyatt Collection Amman,Amman,Residential Area,9.3,199,3.8,3381,Yoga Studio|24hr Front Desk|Wheelchair Accessible|Business Center,10
H2373,Renaissance Los Angeles West Hollywood Inn,Los Angeles,West Hollywood,6.6,277,4.9,14713,Kids Club|Yoga Studio|Coworking Space|Cinema Room|Restaurant|EV Charging|Library|Balcony|Kitchen|Hot Tub,16
H2374,Melia Resort Vancouver,Vancouver,Waterfront,30.2,57,3.9,4761,EV Charging|Balcony|Bar|Breakfast Included|Laundry,27
H2375,Waldorf Astoria Tower Shanghai,Shanghai,University Area,5.2,177,3.5,4050,Non-Smoking|Rooftop Lounge|24hr Front Desk|Safe|EV Charging,2
H2376,ibis Boutique Hotel Panama City,Panama City,Suburbs,5.5,135,3.8,2024,Hot Tub|Gym|Sauna|Minibar|Breakfast Included|EV Charging|Coworking Space|Wheelchair Accessible,30
H2377,Aman Airport Hotel Warsaw,Warsaw,Suburbs,11.5,346,3.7,9159,Rooftop Lounge|Coworking Space|Safe|Laundry|EV Charging|Cinema Room|Breakfast Included|24hr Front Desk|Non-Smoking|Minibar|Airport Shuttle,53
H2378,Dormy Inn Boutique Hotel Suva,Suva,Waterfront,20.9,468,3.8,3193,Library|Room Service|Pet Friendly|Non-Smoking|Concierge|Yoga Studio|EV Charging|Kids Club|Tennis Court|Gym,60
H2379,Fraser Suites Munich Old Town Lodge,Munich,Old Town,13.8,73,3.2,1415,Coworking Space|Sauna|Library|Balcony|Non-Smoking,35
H2380,Wyndham Inn Panama City,Panama City,Commercial Zone,25.6,97,3.8,3260,Balcony|EV Charging|Laundry|Restaurant,8
H2381,Sheraton Airport Hotel Hyderabad,Hyderabad,Airport Area,29.8,192,3.8,1150,Pool|Yoga Studio|Wheelchair Accessible|24hr Front Desk,66
H2382,Dusit Thani Beach Resort Chennai,Chennai,Business District,4.9,204,4.7,9671,Minibar|24hr Front Desk|Rooftop Lounge|Kitchen|Library|Garden|Pet Friendly|Non-Smoking|EV Charging,18
H2383,Address Hotels Istanbul Eminonu Plaza,Istanbul,Eminonu,5.7,366,4.4,5800,24hr Front Desk|Library|Balcony|EV Charging|Room Service|Rooftop Lounge|Safe|Beach Access|Garden|Parking|Non-Smoking|Bar,33
H2384,Marriott City Hotel Cairo,Cairo,Waterfront,1.2,140,3.9,3581,Kids Club|Library|Minibar|Parking|Rooftop Lounge|Room Service|Laundry,70
H2385,Kempinski Dhaka Residential Area Palace,Dhaka,Residential Area,8.3,147,3.0,2558,Golf Course|Kitchen|Library|24hr Front Desk|Non-Smoking|WiFi|Airport Shuttle,43
H2386,Pullman Raleigh Downtown Collection,Raleigh,Downtown,4.8,388,4.3,2029,Library|Wheelchair Accessible|Gym|Restaurant|Golf Course|Kids Club|Room Service,8
H2387,Meriton Suites Honolulu,Honolulu,Residential Area,3.0,473,4.4,3775,Bar|Safe|Beach Access|Balcony|Airport Shuttle|Rooftop Lounge|Gym|Golf Course|Minibar|Tennis Court,63
H2388,Holiday Inn Tower Bogota,Bogota,Suburbs,6.3,376,4.4,9820,Non-Smoking|Garden|Safe|Coworking Space|Balcony|Parking|Beach Access|WiFi|Business Center,54
H2389,Kempinski Boutique Hotel Tokyo,Tokyo,Akihabara,27.8,191,3.9,3738,Sauna|Garden|Gym|Pet Friendly|Cinema Room|Bar,11
H2390,Dusit Thani Inn Raleigh,Raleigh,Suburbs,8.8,232,3.9,1793,Minibar|Balcony|Bar|Kitchen|Non-Smoking|WiFi|Cinema Room|Rooftop Lounge|Breakfast Included|Room Service|Library,64
H2391,Ritz-Carlton Bogota City Center Resort,Bogota,City Center,4.5,882,4.9,11623,Kids Club|Business Center|Pet Friendly|Airport Shuttle|Library|Wheelchair Accessible|Kitchen|Breakfast Included,14
H2392,ibis Lodge Detroit,Detroit,Business District,4.6,185,4.1,4330,Kitchen|Pool|Room Service|Gym|Hot Tub|Spa|Bar|Balcony,25
H2393,COMO Suites Christchurch,Christchurch,University Area,4.2,375,4.2,5205,Library|WiFi|Yoga Studio|Gym|Spa|Room Service|Rooftop Lounge,39
H2394,Atlantis Grand Milan,Milan,Airport Area,5.4,283,4.3,5231,Sauna|Breakfast Included|Golf Course|Balcony|Cinema Room|Pool,13
H2395,InterContinental Grand Hyderabad,Hyderabad,Airport Area,30.6,185,4.5,4032,Minibar|EV Charging|Restaurant|Wheelchair Accessible|Airport Shuttle|Coworking Space|Tennis Court|Kitchen|Pet Friendly|Balcony|Parking,80
H2396,Fairmont San Diego University Area Grand,San Diego,University Area,31.5,801,4.7,7355,Yoga Studio|Hot Tub|Tennis Court|Coworking Space|Parking|Gym|Library|Sauna|Minibar|24hr Front Desk|Rooftop Lounge|Wheelchair Accessible,72
H2397,Conrad Plaza Toronto,Toronto,Business District,16.8,295,4.3,7913,Coworking Space|Kitchen|Beach Access|Bar|Breakfast Included|Spa|Concierge|Kids Club|Golf Course,3
H2398,Rosewood Philadelphia Old Town Inn,Philadelphia,Old Town,4.2,482,4.6,1876,Balcony|Pet Friendly|Bar|Beach Access|Business Center|Parking,18
H2399,Conrad Riyadh Downtown Plaza,Riyadh,Downtown,6.8,338,4.5,11140,Gym|Safe|Pet Friendly|24hr Front Desk|Spa|Kids Club|Pool|Yoga Studio|Concierge,0
H2400,Minor Hotels Suites Austin,Austin,Residential Area,31.8,249,4.3,5764,Tennis Court|Spa|Balcony|Restaurant|Laundry|Coworking Space|Golf Course|Gym|Minibar|Library|Rooftop Lounge,8
H2401,Dusit Thani Lima Suburbs Airport Hotel,Lima,Suburbs,13.3,449,3.8,9291,WiFi|Rooftop Lounge|Non-Smoking|Pool|Garden|Spa|Business Center|Cinema Room,56
H2402,Kempinski Beach Resort Sao Paulo,Sao Paulo,Downtown,14.2,921,5.0,14117,Library|Coworking Space|Bar|Laundry|Minibar|Business Center|Hot Tub|Safe|Spa,20
H2403,Sofitel Dallas Airport Area Residence,Dallas,Airport Area,4.9,1129,4.1,4213,Balcony|Parking|24hr Front Desk|Minibar|Non-Smoking|Coworking Space|Restaurant|Pool|Kids Club|Beach Access,43
H2404,Rosewood Resort Barcelona,Barcelona,El Born,3.2,297,3.9,1735,WiFi|Library|Yoga Studio|Wheelchair Accessible|Sauna|Garden|Beach Access|Restaurant|Pet Friendly|Breakfast Included|Bar,33
H2405,Accor Tower Houston,Houston,Suburbs,14.7,86,4.0,4556,EV Charging|Balcony|Library|Cinema Room|Tennis Court|Pet Friendly|Parking,4
H2406,Grand Hyatt Plaza Tel Aviv,Tel Aviv,Waterfront,24.6,84,3.9,425,Balcony|Safe|EV Charging|Garden,70
H2407,Belmond Buenos Aires Airport Area Grand,Buenos Aires,Airport Area,4.9,192,4.4,1227,EV Charging|Airport Shuttle|Restaurant|Kitchen|Business Center|Pool|Rooftop Lounge|Coworking Space,64
H2408,Westin Beach Resort Anchorage,Anchorage,Suburbs,15.5,46,2.3,1125,Hot Tub|Kitchen|Airport Shuttle,78
H2409,Minor Hotels Xi'an Business District Suites,Xi'an,Business District,25.7,400,4.3,3661,Room Service|Rooftop Lounge|Kitchen|Tennis Court|Gym|Concierge|Minibar|Spa|Beach Access|Parking|Wheelchair Accessible,39
H2410,Waldorf Astoria City Hotel Xi'an,Xi'an,Residential Area,24.0,436,4.2,8548,WiFi|Parking|Spa|Beach Access|Kids Club|Library|24hr Front Desk|Hot Tub|Airport Shuttle|Balcony|EV Charging|Pet Friendly,29
H2411,Taj Tower Atlanta,Atlanta,City Center,19.8,390,4.3,5634,Yoga Studio|24hr Front Desk|Minibar|Garden|Wheelchair Accessible|Spa|Parking|Rooftop Lounge|Bar|Room Service,39
H2412,Courtyard by Marriott Delhi Aerocity Palace,Delhi,Aerocity,34.4,170,3.0,715,Hot Tub|Tennis Court|Concierge|Bar|Library,18
H2413,Wyndham Suva Old Town Plaza,Suva,Old Town,23.6,344,4.2,9349,Kitchen|Garden|Tennis Court|Parking|Library|WiFi,27
H2414,Mercure Jakarta Waterfront Beach Resort,Jakarta,Waterfront,23.0,84,3.9,2031,Airport Shuttle|Rooftop Lounge|Laundry|Sauna|Wheelchair Accessible,61
H2415,Ritz-Carlton St Louis Commercial Zone Lodge,St Louis,Commercial Zone,11.0,24,2.7,727,WiFi|Gym,61
H2416,Mercure Lodge Perth,Perth,Residential Area,13.7,108,3.5,2560,Cinema Room|Non-Smoking|Spa|Room Service|Business Center,67
H2417,Emaar Hospitality Grand Atlanta,Atlanta,Airport Area,14.0,965,4.9,1192,Non-Smoking|Business Center|Safe|Garden|Balcony|Coworking Space|Parking|Restaurant|Airport Shuttle|Wheelchair Accessible,44
H2418,Aman Dublin Downtown Inn,Dublin,Downtown,34.3,187,3.9,3690,Airport Shuttle|Pool|24hr Front Desk|Coworking Space|Business Center|Wheelchair Accessible,76
H2419,Rocco Forte Residence Seattle,Seattle,Commercial Zone,32.4,43,3.6,832,Coworking Space|Breakfast Included,57
H2420,Sheraton Boutique Hotel Tokyo,Tokyo,Ginza,31.9,133,4.1,1072,Parking|Restaurant|Yoga Studio|Library|Kitchen|Wheelchair Accessible|Breakfast Included|Cinema Room,72
H2421,COMO Plaza Kuwait City,Kuwait City,Business District,7.0,448,4.2,8040,Rooftop Lounge|24hr Front Desk|Breakfast Included|Tennis Court|Pool|Pet Friendly|Wheelchair Accessible|Kitchen|Spa,17
H2422,APA Hotel Boutique Hotel Rome,Rome,Monti,30.1,304,4.4,4463,Coworking Space|Kitchen|Bar|WiFi|Pet Friendly|Gym,78
H2423,Hilton Boutique Hotel Bangkok,Bangkok,Ratchathewi,10.1,109,4.4,8560,Rooftop Lounge|Beach Access|Library|Kitchen|Cinema Room|Breakfast Included|Airport Shuttle|Wheelchair Accessible,9
H2424,Hampton Inn Dallas Downtown Boutique Hotel,Dallas,Downtown,22.5,1006,5.0,7547,Restaurant|Non-Smoking|Tennis Court|Concierge|Spa|Library|Kids Club|Parking|Airport Shuttle|Hot Tub|Wheelchair Accessible|Room Service|WiFi|Golf Course|Pet Friendly,6
H2425,Tokyu Residence Oslo,Oslo,University Area,14.1,393,4.0,6421,Bar|Non-Smoking|Tennis Court|Pool|Rooftop Lounge|Room Service|Gym,7
H2426,Tokyu Boutique Hotel Copenhagen,Copenhagen,Business District,26.5,54,2.1,1626,Library|Kitchen|Coworking Space|Balcony,15
H2427,Mandarin Oriental Santiago Old Town Boutique Hotel,Santiago,Old Town,32.0,140,3.6,4778,Non-Smoking|Spa|Room Service|Restaurant|EV Charging|Cinema Room|Breakfast Included,48
H2428,Shilla Residence Manila,Manila,Airport Area,11.7,128,3.9,9377,Breakfast Included|Parking|Tennis Court|Garden|Minibar|Kitchen|Airport Shuttle|Kids Club|24hr Front Desk,69
H2429,St Regis Dublin Commercial Zone Hotel,Dublin,Commercial Zone,21.0,123,3.0,3853,Minibar|Room Service|Cinema Room|Garden|Pool|Coworking Space|Kids Club,51
H2430,Aman Resort San Francisco,San Francisco,Castro,6.2,1129,4.9,7818,Garden|Concierge|24hr Front Desk|Restaurant|Laundry|Non-Smoking|Pet Friendly|Yoga Studio|Balcony|Safe|Beach Access|EV Charging|WiFi|Hot Tub,65
H2431,Banyan Tree Resort Minneapolis,Minneapolis,Business District,19.1,262,4.5,2547,Balcony|Yoga Studio|Library|Safe|Golf Course|Gym|Spa|Tennis Court|Cinema Room|Sauna|Minibar,68
H2432,Banyan Tree Boutique Hotel Kuwait City,Kuwait City,Commercial Zone,12.3,114,4.3,3293,Room Service|Pool|Gym|Kids Club|WiFi|Coworking Space,51
H2433,Citadines Lodge Ho Chi Minh City,Ho Chi Minh City,Business District,12.4,1063,4.7,11666,Concierge|Golf Course|Rooftop Lounge|Wheelchair Accessible|Business Center|Laundry|WiFi|Coworking Space|Cinema Room,59
H2434,InterContinental Collection Dublin,Dublin,University Area,14.4,432,3.6,5136,Wheelchair Accessible|EV Charging|Tennis Court|Pet Friendly|Spa|Golf Course|Balcony|Concierge|Bar|Rooftop Lounge|WiFi,15
H2435,Banyan Tree Budapest University Area Beach Resort,Budapest,University Area,23.9,186,3.5,3273,Business Center|Kitchen|Bar|EV Charging,12
H2436,Banyan Tree Palace Seoul,Seoul,Gangnam,25.6,215,3.9,5460,Parking|Restaurant|Garden|Tennis Court|Breakfast Included|Concierge|EV Charging|Yoga Studio|Rooftop Lounge|Minibar|Coworking Space|Bar,55
H2437,Grand Hyatt Inn Prague,Prague,Residential Area,20.2,623,4.6,11748,Yoga Studio|Library|Beach Access|Safe|Room Service|Kitchen|Garden|Concierge|Cinema Room|WiFi|Golf Course,71
H2438,Rocco Forte Rio de Janeiro Commercial Zone Lodge,Rio de Janeiro,Commercial Zone,19.0,1195,4.2,6755,Library|Balcony|Wheelchair Accessible|Garden|Hot Tub|Non-Smoking|Business Center|Gym|Sauna|Yoga Studio|24hr Front Desk,62
H2439,Best Western Tower Kathmandu,Kathmandu,Commercial Zone,29.3,62,3.5,4342,EV Charging|Room Service|Concierge|Yoga Studio|Minibar,24
H2440,DoubleTree Grand Kuala Lumpur,Kuala Lumpur,Residential Area,0.6,378,4.0,6959,Tennis Court|24hr Front Desk|Breakfast Included|Room Service|Garden|Coworking Space|Restaurant|Hot Tub|Minibar|Laundry|Bar|Sauna,29
H2441,Hyatt Palace Mauritius,Mauritius,City Center,4.4,102,3.7,2529,Minibar|Pet Friendly|Room Service|EV Charging|WiFi|Garden|Beach Access|Rooftop Lounge,21
H2442,Oberoi Palace Newark,Newark,Business District,1.6,220,4.2,7121,Room Service|Non-Smoking|Wheelchair Accessible|Airport Shuttle|Hot Tub|Garden|Kitchen|Bar|24hr Front Desk,5
H2443,Emaar Hospitality Beach Resort St Louis,St Louis,Suburbs,24.9,1120,4.8,8399,Pool|Gym|Room Service|Yoga Studio|Bar|Rooftop Lounge|EV Charging|Pet Friendly|Concierge|Safe|Spa,44
H2444,Sofitel Suites Panama City,Panama City,Business District,25.1,912,4.3,2302,Breakfast Included|Business Center|Cinema Room|Balcony|Concierge|Minibar|Sauna|Non-Smoking|Coworking Space|Tennis Court,53
H2445,Oberoi Lima City Center Beach Resort,Lima,City Center,30.8,357,4.0,7086,Rooftop Lounge|Coworking Space|Tennis Court|Pet Friendly|EV Charging|Sauna,54
H2446,Corinthia Boutique Hotel Lagos,Lagos,Downtown,0.8,188,4.6,384,Business Center|Concierge|Restaurant|Library|Non-Smoking|Parking|Minibar|24hr Front Desk,39
H2447,Address Hotels Dar es Salaam Suburbs Palace,Dar es Salaam,Suburbs,27.6,178,3.6,3822,Room Service|Sauna|Business Center|Kids Club,50
H2448,Belmond Amsterdam Centrum Palace,Amsterdam,Centrum,19.5,60,3.9,697,24hr Front Desk|EV Charging|Concierge|Business Center|Coworking Space,9
H2449,Paramount Plaza Newark,Newark,City Center,25.5,121,3.8,2600,Room Service|Cinema Room|Pool|Airport Shuttle|24hr Front Desk|Yoga Studio|Minibar,76
H2450,Minor Hotels Bogota Airport Area Palace,Bogota,Airport Area,14.6,341,4.8,218,Breakfast Included|Laundry|WiFi|24hr Front Desk|Non-Smoking|Pool,55
H2451,One&Only Inn Edinburgh,Edinburgh,University Area,27.9,164,4.3,1892,Breakfast Included|Non-Smoking|Concierge|24hr Front Desk|Pool|Kitchen|Parking|Cinema Room,58
H2452,Conrad Muscat Business District Palace,Muscat,Business District,1.6,158,3.8,4353,Rooftop Lounge|Gym|EV Charging|Non-Smoking|Safe,24
H2453,Marriott Lodge Barcelona,Barcelona,El Born,26.1,377,4.3,3706,EV Charging|Tennis Court|Golf Course|24hr Front Desk|Business Center|Balcony|WiFi|Pet Friendly,51
H2454,Oberoi Collection Mauritius,Mauritius,Airport Area,2.0,80,3.2,654,Minibar|WiFi|Airport Shuttle|Concierge,36
H2455,Crowne Plaza Suites Phoenix,Phoenix,Waterfront,17.5,176,3.2,1100,Business Center|Pool|Parking|24hr Front Desk|Library|Restaurant,8
H2456,Address Hotels Lodge Accra,Accra,City Center,0.6,435,4.4,8463,Beach Access|Minibar|Room Service|Laundry|Airport Shuttle|Kitchen|Spa|Golf Course|Balcony|Rooftop Lounge,60
H2457,Wyndham Collection Shanghai,Shanghai,Suburbs,22.7,191,4.1,3206,Beach Access|Pet Friendly|Library|Balcony|Gym|Pool|Room Service|Airport Shuttle,75
H2458,Peninsula Bangkok Chinatown Collection,Bangkok,Chinatown,24.4,419,3.7,7314,Gym|Tennis Court|Non-Smoking|WiFi|Spa|Sauna|Bar|Minibar|Kitchen|Breakfast Included|24hr Front Desk|Coworking Space,79
H2459,Taj Suites Athens,Athens,Suburbs,4.6,716,5.0,3039,Safe|Restaurant|24hr Front Desk|Cinema Room|Bar|Pool|Gym|Spa|Kitchen,35
H2460,Jumeirah Beijing Waterfront Resort,Beijing,Waterfront,25.0,666,4.7,2231,Bar|Restaurant|Laundry|Kids Club|Tennis Court|Balcony|Room Service|Garden|Airport Shuttle|EV Charging|24hr Front Desk|Yoga Studio|Coworking Space,8
H2461,One&Only Inn St Louis,St Louis,Downtown,16.0,293,4.6,957,Rooftop Lounge|EV Charging|WiFi|Spa|Gym|Parking|Laundry,50
H2462,Crowne Plaza Paris Latin Quarter Collection,Paris,Latin Quarter,16.4,64,3.8,4932,Cinema Room|Wheelchair Accessible|Tennis Court|Kitchen|Breakfast Included|EV Charging|Beach Access|Airport Shuttle,65
H2463,Centara Seattle Business District Tower,Seattle,Business District,27.2,246,3.9,5899,Golf Course|Safe|Laundry|Pet Friendly|Tennis Court|Spa|Wheelchair Accessible|Minibar|Pool|Business Center|Non-Smoking|24hr Front Desk,8
H2464,Banyan Tree Residence Amman,Amman,Business District,1.3,191,3.5,7742,Kitchen|Yoga Studio|EV Charging|Non-Smoking|Restaurant|Room Service|WiFi|Spa|Cinema Room|Airport Shuttle,14
H2465,NH Hotels Airport Hotel Jakarta,Jakarta,Commercial Zone,4.7,359,3.8,2313,Sauna|Hot Tub|Restaurant|Business Center|Tennis Court|Room Service|WiFi|Rooftop Lounge|Yoga Studio,35
H2466,Mercure Raleigh Old Town Collection,Raleigh,Old Town,32.2,51,3.6,974,Gym|Yoga Studio|24hr Front Desk|Breakfast Included|Beach Access|Parking|Pet Friendly,19
H2467,Park Hyatt Hotel Cape Town,Cape Town,Airport Area,29.1,727,4.6,1921,Kitchen|Airport Shuttle|Beach Access|Rooftop Lounge|Cinema Room|Laundry|Spa|24hr Front Desk|Parking|Pool|Restaurant|Golf Course|Gym|Balcony|Minibar|Sauna,14
H2468,Tokyu Residence Copenhagen,Copenhagen,Residential Area,13.5,240,4.3,9790,Business Center|EV Charging|Safe|Spa|Gym|Restaurant|Kids Club|Parking|Beach Access|Concierge|Non-Smoking|Airport Shuttle,32
H2469,Minor Hotels Suites Tahiti,Tahiti,City Center,15.6,129,4.1,3242,Coworking Space|Spa|Safe|Garden|Parking|Laundry|Hot Tub|Business Center,9
